"country","year","sector","iso2","un","ets","ratio"
"Czech Republic",2001,"Total","CZ",126666372.54,NA,NA
"Czech Republic",2001,"Regulated","CZ",89903683.97,NA,NA
"Czech Republic",2001,"Unregulated","CZ",36762688.57,NA,NA
"Czech Republic",2002,"Total","CZ",123598029.52,NA,NA
"Czech Republic",2002,"Regulated","CZ",87260659.69,NA,NA
"Czech Republic",2002,"Unregulated","CZ",36337369.83,NA,NA
"Czech Republic",2003,"Total","CZ",127048374.05,NA,NA
"Czech Republic",2003,"Regulated","CZ",87974895.65,NA,NA
"Czech Republic",2003,"Unregulated","CZ",39073478.4,NA,NA
"Czech Republic",2004,"Total","CZ",127759325.4,NA,NA
"Czech Republic",2004,"Regulated","CZ",89837237.7,NA,NA
"Czech Republic",2004,"Unregulated","CZ",37922087.7,NA,NA
"Czech Republic",2005,"Total","CZ",125294530.66,NA,NA
"Czech Republic",2005,"Regulated","CZ",89598934.07,82454636,0.920263581881248
"Czech Republic",2005,"Unregulated","CZ",35695596.59,NA,NA
"Czech Republic",2006,"Total","CZ",126380290.85,NA,NA
"Czech Republic",2006,"Regulated","CZ",89493725.94,83624960,0.934422599144719
"Czech Republic",2006,"Unregulated","CZ",36886564.91,NA,NA
"Czech Republic",2007,"Total","CZ",128180733.88,NA,NA
"Czech Republic",2007,"Regulated","CZ",92135662.68,87834764,0.953319935463669
"Czech Republic",2007,"Unregulated","CZ",36045071.2,NA,NA
"Czech Republic",2008,"Total","CZ",122933867.85,NA,NA
"Czech Republic",2008,"Regulated","CZ",86957881.87,80399099,0.92457517675275
"Czech Republic",2008,"Unregulated","CZ",35975985.98,NA,NA
"Czech Republic",2009,"Total","CZ",115255283.56,NA,NA
"Czech Republic",2009,"Regulated","CZ",80376685.18,73784830,0.917987969207267
"Czech Republic",2009,"Unregulated","CZ",34878598.38,NA,NA
"Czech Republic",2010,"Total","CZ",117495552.05,NA,NA
"Czech Republic",2010,"Regulated","CZ",81660933.33,75584352,0.925587657620273
"Czech Republic",2010,"Unregulated","CZ",35834618.72,NA,NA
"Czech Republic",2011,"Total","CZ",115023302.05,NA,NA
"Czech Republic",2011,"Regulated","CZ",80803586.96,74187036,0.918115628167901
"Czech Republic",2011,"Unregulated","CZ",34219715.09,NA,NA
"Czech Republic",2012,"Total","CZ",110914080.29,NA,NA
"Czech Republic",2012,"Regulated","CZ",76996648.37,69316470,0.900253082016069
"Czech Republic",2012,"Unregulated","CZ",33917431.92,NA,NA
"Czech Republic",2013,"Total","CZ",106401191.57,NA,NA
"Czech Republic",2013,"Regulated","CZ",72859951.38,67712131,0.929346365424379
"Czech Republic",2013,"Unregulated","CZ",33541240.19,NA,NA
"Czech Republic",2014,"Total","CZ",104060306.6,NA,NA
"Czech Republic",2014,"Regulated","CZ",71542227.38,66695189,0.932249266517036
"Czech Republic",2014,"Unregulated","CZ",32518079.22,NA,NA
